ID_SF,Spé_A,Spé_B,Spé_C,PT1Spé_A,PT1Spé_B,PT1Spé_C,PT1Anglais,PT2Spé_A,PT2Spé_B,PT2Spé_C,PT2Anglais,PT3Spé_A,PT3Spé_B,PT3Spé_C,PT3Anglais,PMoyenne,PSpé_A,PSpé_B,PMaths_Compl.,TT1Spé_A,TT1Spé_B,TT1Anglais,TT1Maths_Compl.,TT1Maths_Expertes,TT2Spé_A,TT2Spé_B,TT2Anglais,TT2Maths_Compl.,TT2Maths_Expertes,Tmoyenne,Ecrit_Français,Oral_Français,Moyenne_Bac_Français,Spé_abandonnée,Spé_abandonnée_note,Anglais1ère_Eval.,Anglais2ème_Eval.,Anglais3ème_Eval.,Moyenne_Bac,Bonus_Scientifique,Note_bac,complet_/_incomplet,Grand_Classé,Etape_de_jury,Précisions_Dossier,Note_Profil_Ecole,Vœux_EPITA,Vœux_ESME,Vœux_IPSA,Vœux_Sup'Biotech,Ecole_d'Oral,Campus_d'Oral,Jury_Advance,Méthode_de_travail,Autonomie,Engagement_citoyen,Capacité_à_s'investir,Niveau_de_la_classe,Avis_sur_la_capacité_à_réussir,Autres_éléments
0010800002swagqAAA,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,12.02,7.45,9.1,11.38,8.76,8.83,8,8.36,,,,,9.195,Mathématiques,Physique-Chimie,Non,7.13,6.4,10.2,,20,7.85,9.5,7,,14,7.96,10,10,10,Sciences_de_la_vie_et_de_la_Terre,9,8,,,9.429,Oui,8.771,Complet,Non,Validé,,7,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Rennes,Paris;_Lille;_Lyon;_Cycle_anglophone,Paris;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,EPITA,Paris,Indifférencié,Peu_démontrée,Peu_démontrée,Non,Peu_démontrée,Bon,Peu_démontrée,"Un_niveau_qui_reste_très_fragile,_malgré_la_bonne_volonté_exprimée."
0010800002swbp1AAA,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,12.85,9.9,6.5,12.25,6.75,6,10.1,,,,,,9.08,Mathématiques,Physique-Chimie,Non,7.36,3.59,8.8,,5.33,4.83,5.87,17,,12,7.455,9,9,9,Sciences_de_la_vie_et_de_la_Terre,11,11,,,10.143,Oui,8.749,Complet,Non,Validé,,7,Paris,Paris,Paris,Paris,IPSA,Paris,IPSA,Satisfaisante,Très_satisfaisante,Non,Très_satisfaisante,Assez_bon,Peu_démontrée,
0010800002swbM7AAI,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Mathématiques,6.82,8.89,4,9.25,14.3,9.9,2,11.5,,,,,8.196,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Oui,9.48,13.8,9.49,17.86,,7.9,13.3,6,15.63,,10.2,12,12,12,Mathématiques,3,13.5,,,6.857,Oui,8.596,Complet,Non,Validé,,7,Paris,Paris;_Lille,Paris,Paris,IPSA,Paris,IPSA,Satisfaisante,Satisfaisante,Oui,Satisfaisante,Assez_bon,Très_satisfaisante,
0010800002swb3KAAQ,Mathématiques,Physique-Chimie,Sciences_de_l'ingénieur,4,3,10,13,7,5.5,9,12.5,,,,,7.683,Mathématiques,Physique-Chimie,Non,4.88,7.5,9.92,,,7.28,8.4,13.07,,,8.237,9,9,9,Sciences_de_l'ingénieur,10,9,,,9.571,Oui,8.471,Complet,Non,Validé,,7,Toulouse,Paris;_Bordeaux;_Cycle_anglophone,Toulouse,Cycle_anglophone;_Paris,ESME,Paris,Indifférencié,Assez_satisfaisante,Assez_satisfaisante,Non,Assez_satisfaisante,Très_bon,Très_satisfaisante,
0010800002swbRgAAI,Mathématiques,Numérique_et_Sciences_Informatiques,Physique-Chimie,10.3,8.6,5.4,10.5,10.1,5,4.4,5.2,,,,,7.41,Mathématiques,Numérique_et_Sciences_Informatiques,Non,7.2,11.6,7.8,,,8.5,9.8,5.8,,,8.6,11,11,11,Physique-Chimie,5,14.5,,,7.571,Oui,7.934,Complet,Non,Validé,,7,Paris,Paris,Paris,Paris,EPITA,Paris,EPITA,Assez_satisfaisante,Satisfaisante,Oui,Satisfaisante,Bon,Satisfaisante,
0010800002swciDAAQ,Mathématiques,Sciences_economiques_et_sociales,Sciences_de_la_vie_et_de_la_Terre,12.9,7,7.8,8.6,8.9,10,7.4,12.2,,,,,9.28,Mathématiques,Sciences_economiques_et_sociales,Non,5.8,12.2,7.7,,7,4,12,14.3,,6,9.182,9,9,9,Sciences_de_la_vie_et_de_la_Terre,8,7.5,,,8.429,Non,7.189,Complet,Non,Validé,,7,,Paris,,Paris,ESME,Paris,Indifférencié,Peu_démontrée,Peu_démontrée,Non,Peu_démontrée,Bon,Peu_démontrée,
0010800002swadUAAQ,Mathématiques,Physique-Chimie,"Langues,_littératures_et_cultures_étrangères_et_régionales",15,16,17,17,,,,,,,,,16.2,Mathématiques,Physique-Chimie,Non,10,11.67,18.73,,12.25,12.4,14.5,18.62,,,13.924,15,15,15,"Langues,_littératures_et_cultures_étrangères_et_régionales",15,20,,,15,Oui,14.93,Complet,Non,Validé,,8,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,ESME,Paris,Indifférencié,Satisfaisante,Très_satisfaisante,Oui,Satisfaisante,Bon,Très_satisfaisante,.
0010800002swbvSAAQ,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,14.44,16.4,12.85,13.78,14.77,15.67,14.52,14.6,,,,,14.658,Mathématiques,Physique-Chimie,Non,12.63,12.72,18.26,,12.25,11.31,10.97,18.68,,11.5,13.697,12,12,12,Sciences_de_la_vie_et_de_la_Terre,14,17.5,,,13.143,Oui,13.819,Complet,Non,Validé,,8,Lyon,Lyon,,Lyon,EPITA_/_ESME_/_IPSA_/_Sup'Biotech,Lyon,Indifférencié,Assez_satisfaisante,Satisfaisante,Oui,Très_satisfaisante,Très_bon,Assez_satisfaisante,
0010800002swbnqAAA,Mathématiques,Physique-Chimie,Sciences_economiques_et_sociales,11.1,15.7,14.3,16,11,14.6,10.5,15.3,,,,,13.423,Mathématiques,Physique-Chimie,Non,10.7,12.8,16,,,12.9,13.8,17.3,,,13.668,14,14,14,Sciences_economiques_et_sociales,13,20,,,13.429,Oui,13.523,Complet,Non,Validé,,8,Lyon,Paris;_Bordeaux;_Lyon;_Cycle_anglophone,,Lyon,EPITA_/_ESME_/_IPSA_/_Sup'Biotech,Lyon,Indifférencié,Très_satisfaisante,Satisfaisante,Oui,Satisfaisante,Bon,Satisfaisante,
0010800002swcORAAY,Mathématiques,Physique-Chimie,"Histoire-Géographie,_Géopolitique_et_Science_politiques",16,15.3,11.8,14,12.2,13.2,12.2,12,,,,,13.36,Mathématiques,Physique-Chimie,Non,15,10,14.8,,11,16.1,12.9,14.4,,11.3,13.8,13,13,13,"Histoire-Géographie,_Géopolitique_et_Science_politiques",12,,,,12.429,Oui,13.257,Complet,Non,Validé,,8,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,ESME,Paris,Indifférencié,Satisfaisante,Satisfaisante,Oui,Satisfaisante,Très_bon,Très_satisfaisante,
0010800002swbNWAAY,Mathématiques,Numérique_et_Sciences_Informatiques,Physique-Chimie,14,9.7,10.2,17.8,12.4,13.2,10.8,16.8,,,,,12.833,Mathématiques,Numérique_et_Sciences_Informatiques,Non,12.6,15.3,16.4,,3.2,10,13.5,17.2,,11,13.927,14,14,14,Physique-Chimie,11,18,,,12.286,Oui,13.107,Complet,Non,Validé,,8,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,EPITA,Paris,EPITA,Assez_satisfaisante,Satisfaisante,Non,Satisfaisante,Très_bon,Très_satisfaisante,A_suivi_avec_assiduité_et_grand_intérêt_un_module_de_préparation_de_30_heures_de_mathématiques_et_30_heures_de_physique_de_préparation_aux_CPGE_au_sein_du_lycée.
0010800002swcMVAAY,Mathématiques,Physique-Chimie,Numérique_et_Sciences_Informatiques,9.3,8.9,11,13.4,12.6,10.6,12.5,16.8,,,,,11.673,Mathématiques,Physique-Chimie,Non,14.6,10.2,14.5,,17,13.4,12.2,15.6,,13.2,13.268,13,13,13,Numérique_et_Sciences_Informatiques,12,17,,,12.429,Oui,12.538,Complet,Non,Validé,,8,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,EPITA_/_IPSA,Toulouse,Indifférencié,Satisfaisante,Satisfaisante,Oui,Satisfaisante,Très_bon,Satisfaisante,
0010800002swbhuAAA,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,"Histoire-Géographie,_Géopolitique_et_Science_politiques",9.71,13.1,13.93,11.12,,,,,,,,,12.021,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Non,11.21,10.8,15.8,,,,,,,,12.313,11,11,11,"Histoire-Géographie,_Géopolitique_et_Science_politiques",15,15,,,13.286,Oui,12.517,Complet,Non,Validé,,8,Paris,Paris,,Paris,ESME,Paris,ESME,Assez_satisfaisante,Satisfaisante,Non,Assez_satisfaisante,Assez_bon,Satisfaisante,
0010800002swcHmAAI,Mathématiques,Physique-Chimie,"Langues,_littératures_et_cultures_étrangères_et_régionales",16.1,15,11.7,15.9,14.8,11.1,10.3,12.9,,,,,13.413,Mathématiques,Physique-Chimie,Non,11.9,13,13.4,,12,13.3,10.4,14.3,,12.7,12.614,10,10,10,"Langues,_littératures_et_cultures_étrangères_et_régionales",11,13.5,,,10.571,Oui,12.241,Complet,Non,Validé,,8,Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris,Paris,Lyon,EPITA,Paris,Indifférencié,Satisfaisante,Satisfaisante,Oui,Satisfaisante,Très_bon,Très_satisfaisante,
0010800002swbLDAAY,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Sciences_economiques_et_sociales,6,,10,16.5,14,12,10.5,14,,,,,11.596,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Non,14,12.5,11.5,,,12,13,15,,,12.977,13,13,13,Sciences_economiques_et_sociales,11,15,,,11.857,Oui,12.227,Complet,Non,Validé,,8,Cycle_anglophone;_Paris;_Toulouse,Paris;_Bordeaux;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Paris;_Lyon,VisioConférence,VisioConférence,Indifférencié,Satisfaisante,Très_satisfaisante,Non,Satisfaisante,Assez_bon,Très_satisfaisante,V?ux_cohérents_par_rapport_à_son_profil.
0010800002swbvrAAA,Mathématiques,Physique-Chimie,Sciences_economiques_et_sociales,8,8.75,12.9,17.25,11.5,10.5,14,16.08,,,,,12.086,Mathématiques,Physique-Chimie,Non,11.5,11,13.18,,,13.5,14,16.38,,,13.122,7,7,7,Sciences_economiques_et_sociales,14,15.5,,,11,Oui,12.175,Complet,Non,Validé,,8,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,ESME,Paris,Indifférencié,Satisfaisante,Très_satisfaisante,Oui,Satisfaisante,Bon,Satisfaisante,"Le_travail_est_sérieux_,_régulier_et_efficace."
0010800002swarZAAQ,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,16.2,13.1,8.9,14.3,12.1,11.3,11.3,11.5,,,,,12.3,Mathématiques,Physique-Chimie,Non,14,13.7,12,,7.9,14.1,12.7,9.5,,10.3,12.841,11,11,11,Sciences_de_la_vie_et_de_la_Terre,11,7,,,11,Oui,12.126,Complet,Non,Validé,,8,,,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,EPITA,Rennes,Indifférencié,Assez_satisfaisante,Assez_satisfaisante,Oui,Satisfaisante,Bon,Peu_démontrée,
0010800002swcOkAAI,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,7.6,10.1,9.9,14.9,11.8,12.2,11.2,15.1,,,,,11.373,Mathématiques,Physique-Chimie,Non,12,13.9,13.8,,,13.6,12.2,14,,,13.191,12,12,12,Sciences_de_la_vie_et_de_la_Terre,11,13,,,11.429,Oui,12.117,Complet,Non,Validé,,8,Cycle_anglophone;_Paris,Paris;_Cycle_anglophone,Paris;_Cycle_anglophone,Cycle_anglophone;_Paris,EPITA,Paris,EPITA,Satisfaisante,Satisfaisante,Non,Satisfaisante,Bon,Satisfaisante,"Cet_élève_a_suivi,_en_présentiel,_l'ensemble_des_enseignements_depuis_septembre."
0010800002swbABAAY,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,11.4,7.6,12.4,12.8,12.8,6.7,11.9,12.9,,,,,10.943,Mathématiques,Physique-Chimie,Non,11.8,11.1,16.3,,7.8,12.3,13.2,13.5,,10.7,12.864,11,11,11,Sciences_de_la_vie_et_de_la_Terre,13,17.5,,,12.143,Oui,12.071,Complet,Non,Validé,,8,Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon,Paris;_Toulouse,Paris;_Lyon,EPITA_/_ESME_/_IPSA_/_Sup'Biotech,Lyon,Indifférencié,Satisfaisante,Satisfaisante,Non,Satisfaisante,Très_bon,Très_satisfaisante,
0010800002swboDAAQ,Mathématiques,Physique-Chimie,Numérique_et_Sciences_Informatiques,13.5,11.1,14.7,12.3,14,14,12.9,13.8,,,,,13.303,Mathématiques,Physique-Chimie,Non,7.5,11.4,13,,,8.2,11.7,12.5,,,10.532,11,11,11,Numérique_et_Sciences_Informatiques,14,15.5,,,12.714,Oui,12.018,Complet,Non,Validé,,8,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,EPITA,Paris,EPITA,Assez_satisfaisante,Assez_satisfaisante,Oui,Assez_satisfaisante,Très_bon,Satisfaisante,Inscrit_au_BAFA.
0010800002swbgeAAA,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Mathématiques,10.8,12.8,13.3,13.4,11.9,13.5,10.1,13.9,,,,,12.383,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Oui,9.7,11.5,15.4,10.4,,,,,,,11.909,10,10,10,Mathématiques,12,15,,,11.143,Oui,11.821,Complet,Non,Validé,,8,,,,Lyon,EPITA_/_ESME_/_IPSA_/_Sup'Biotech,Lyon,Sup'Biotech,Assez_satisfaisante,Satisfaisante,Oui,Satisfaisante,Assez_bon,Peu_démontrée,
0010800002swbMjAAI,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,12.7,12.3,11.6,14.8,13.4,13.2,8.7,17,,,,,12.767,Mathématiques,Physique-Chimie,Non,11,10,15,,,10.5,9,16.5,,,11.659,11,11,11,Sciences_de_la_vie_et_de_la_Terre,11,18.5,,,11,Oui,11.794,Complet,Non,Validé,,8,Lyon,Lyon,,Lyon,EPITA_/_ESME_/_IPSA_/_Sup'Biotech,Lyon,Indifférencié,Satisfaisante,Satisfaisante,Oui,Très_satisfaisante,Très_bon,Satisfaisante,Élève_allophone_parfois_gêné_par_la_compréhension_fine_des_documents_mais_qui_a_bien_progressé_par_efforts._-A_validé_le_PSC1_en_secourisme.
0010800002swbmGAAQ,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,8.3,13.04,10.92,12.4,,,,,,,,,11.083,Mathématiques,Physique-Chimie,Non,12,11.3,12.67,,7.5,9,11,16,,10,11.782,11,11,11,Sciences_de_la_vie_et_de_la_Terre,13,16,,,12.143,Oui,11.681,Complet,Non,Validé,,8,Paris,Paris,Paris,Paris,IPSA,Paris,Indifférencié,Assez_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Assez_bon,Satisfaisante,
0010800002swaecAAA,Mathématiques,Physique-Chimie,Sciences_de_l'ingénieur,13.47,11.85,8.1,13.5,15.45,15,7.4,12.5,,,,,12.103,Mathématiques,Physique-Chimie,Non,14.53,8.83,13.07,,,13.83,7.38,14.2,,,11.822,14,14,14,Sciences_de_l'ingénieur,8,13,,,10.571,Oui,11.531,Complet,Non,Validé,,8,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,ESME,Bordeaux,Indifférencié,Assez_satisfaisante,Satisfaisante,Non,Assez_satisfaisante,Bon,Très_satisfaisante,Globalement_des_résultats_satisfaisants._Élève_qui_peut_fournir_un_très_bon_travail_et_réussir.
0010800002swcf3AAA,Mathématiques,Physique-Chimie,Sciences_de_l'ingénieur,14.56,11.2,9.64,13.87,,,,,,,,,12.214,Mathématiques,Physique-Chimie,Non,10.5,12.5,13.5,,,14.5,10.5,11.5,,,12.136,10,10,10,Sciences_de_l'ingénieur,10,14.5,,,10,Oui,11.519,Complet,Non,Validé,,8,Cycle_anglophone;_Paris;_Lyon,Paris;_Lyon;_Cycle_anglophone,Paris;_Cycle_anglophone,Cycle_anglophone;_Paris,ESME,Paris,Indifférencié,Satisfaisante,Satisfaisante,Non,Satisfaisante,Très_bon,Très_satisfaisante,
0010800002swbWjAAI,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Physique-Chimie,13.4,9.6,10.2,9.5,11.1,11,9.7,13.3,,,,,10.947,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Non,10.3,12.3,14.2,,6.4,11.4,11.8,17,,5.1,12.582,10,10,10,Physique-Chimie,11,13.5,,,10.571,Oui,11.488,Complet,Non,Validé,,8,Cycle_anglophone;_Paris,Paris;_Bordeaux;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris,ESME,Paris,Indifférencié,Satisfaisante,Satisfaisante,Non,Satisfaisante,Très_bon,Satisfaisante,Scolarité_100%_en_présentiel_du_02/09/20_au_19/03/21
0010800002swbcCAAQ,Mathématiques,Physique-Chimie,Sciences_de_l'ingénieur,13.5,11.17,10,13.91,13.4,9.46,12.5,12.33,,,,,11.961,Mathématiques,Physique-Chimie,Non,12.4,8.5,10.69,,11,9.4,7.5,12.17,,15.75,9.99,14,14,14,Sciences_de_l'ingénieur,12,15,,,12.857,Oui,11.441,Complet,Non,Validé,,8,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,EPITA_/_ESME_/_IPSA_/_Sup'Biotech,Lyon,Indifférencié,Satisfaisante,Satisfaisante,Non,Satisfaisante,Assez_bon,Assez_satisfaisante,
0010800002swaf1AAA,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Numérique_et_Sciences_Informatiques,10,10.5,12.7,11.44,10.5,8.75,11.71,8.89,,,,,10.588,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Non,11.61,11.91,10.2,,,12.54,11.41,13.4,,,11.849,10,10,10,Numérique_et_Sciences_Informatiques,13,11.5,,,11.714,Oui,11.43,Complet,Non,Validé,,8,,Paris;_Bordeaux;_Lille;_Lyon,,Paris;_Lyon,EPITA_/_ESME_/_IPSA_/_Sup'Biotech,Lyon,ESME,Satisfaisante,Très_satisfaisante,Non,Très_satisfaisante,Très_bon,Satisfaisante,
0010800002swapUAAQ,Mathématiques,Numérique_et_Sciences_Informatiques,Physique-Chimie,7.8,12,9,16.2,8.8,8,9.6,17.6,,,,,10.74,Mathématiques,Numérique_et_Sciences_Informatiques,Non,7.3,10.5,17.4,,,8,12,17.5,,,11.632,13,13,13,Physique-Chimie,10,19,,,11.286,Oui,11.261,Complet,Non,Validé,,8,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,EPITA,Strasbourg,Indifférencié,Assez_satisfaisante,Assez_satisfaisante,Oui,Satisfaisante,Très_bon,Satisfaisante,A_eu_la_certification_PIX.
0010800002swc9qAAA,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,15,11.66,11.88,10,14.5,7.35,12.25,10.38,,,,,11.723,Mathématiques,Physique-Chimie,Non,13.14,9.13,9.96,,,13,5.93,10.1,,,10.226,9,9,9,Sciences_de_la_vie_et_de_la_Terre,13,6,,,11.286,Oui,10.993,Complet,Non,Validé,,8,Paris,,Paris,Paris,IPSA,Paris,Indifférencié,Satisfaisante,Satisfaisante,Non,Satisfaisante,Assez_bon,Satisfaisante,ELève_qui_montre_des_qualités_de_compréhension_et_d'analyse_certaines.
0010800002swbNAAAY,Mathématiques,Physique-Chimie,Numérique_et_Sciences_Informatiques,9.5,11.6,11,15.3,7.3,10.5,9,13.9,,,,,10.773,Mathématiques,Physique-Chimie,Non,11.7,10,14.6,,,14.2,9,12.8,,,11.9,10,10,10,Numérique_et_Sciences_Informatiques,10,13.5,,,10,Oui,10.992,Complet,Non,Validé,,8,Cycle_anglophone;_Paris;_Rennes,Paris;_Lille;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Paris,ESME,Paris,IPSA,Satisfaisante,Satisfaisante,Oui,Satisfaisante,Très_bon,Satisfaisante,
0010800002swaznAAA,Mathématiques,Sciences_de_l'ingénieur_et_sciences_physiques,Physique-Chimie,9.8,10.6,10.42,13.15,7.4,14.2,7.33,16.27,,,,,10.909,Mathématiques,Sciences_de_l'ingénieur_et_sciences_physiques,Non,9.6,9.8,16.7,,,10,10.9,16.6,,,11.868,11,11,11,Physique-Chimie,9,13.5,,,9.857,Oui,10.977,Complet,Non,Validé,,8,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Paris,EPITA,Paris,EPITA,Satisfaisante,Satisfaisante,Non,Satisfaisante,Bon,Satisfaisante,
0010800002swcLNAAY,Mathématiques,Physique-Chimie,"Langues,_littératures_et_cultures_étrangères_et_régionales",12.7,5.8,11,10.9,11.4,7.1,14.9,9.4,,,,,10.417,Mathématiques,Physique-Chimie,Non,13.6,5.5,14.5,,10.9,12.4,4.3,16.5,,12,10.736,10,10,10,"Langues,_littératures_et_cultures_étrangères_et_régionales",13,15,,,11.714,Oui,10.934,Complet,Non,Validé,,8,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,ESME,Bordeaux,Indifférencié,Satisfaisante,Satisfaisante,Non,Satisfaisante,Bon,Très_satisfaisante,
0010800002swbWeAAI,Mathématiques,Physique-Chimie,Sciences_economiques_et_sociales,13.9,10.4,10.9,14.3,,,,,,,,,12.247,Mathématiques,Physique-Chimie,Non,7.2,10,14.5,,9.8,11.9,11.1,15,,8.7,11.332,9,9,9,Sciences_economiques_et_sociales,9,14.5,,,9,Oui,10.907,Complet,Non,Validé,,8,Paris;_Lyon;_Strasbourg;_Toulouse,,Toulouse,Paris;_Lyon,EPITA,Strasbourg,Indifférencié,Assez_satisfaisante,Satisfaisante,Oui,Assez_satisfaisante,Très_bon,Satisfaisante,
0010800002swbdFAAQ,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,8.7,11.1,12.8,9.6,8.5,12.8,13,10.6,,,,,10.94,Mathématiques,Physique-Chimie,Non,8.8,11.2,11,,,8.1,10.5,10.5,,,9.95,11,11,11,Sciences_de_la_vie_et_de_la_Terre,13,11.5,,,12.143,Oui,10.905,Complet,Non,Validé,,8,Lyon,Lyon,,Lyon,EPITA_/_ESME_/_IPSA_/_Sup'Biotech,Lyon,EPITA,Assez_satisfaisante,Assez_satisfaisante,Oui,Assez_satisfaisante,Très_bon,Satisfaisante,A_participé_à_la_remise_des_livres_(2019-2020).
0010800002swayXAAQ,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,10.11,11.56,10.76,11.88,3.56,5.97,10.19,10.67,,,,,9.208,Mathématiques,Physique-Chimie,Non,12,12.53,13.29,,,8.5,11.85,15.7,,,12.113,12,12,12,Sciences_de_la_vie_et_de_la_Terre,10,16.5,,,10.857,Oui,10.865,Complet,Non,Validé,,8,Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon,Paris;_Toulouse;_Cycle_anglophone,Paris;_Lyon,EPITA,Paris,EPITA,Satisfaisante,Très_satisfaisante,Non,Très_satisfaisante,Bon,Satisfaisante,
0010800002swcN4AAI,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,11,14,12,13,13,12,11,12,,,,,12.233,Mathématiques,Physique-Chimie,Non,6.05,9.6,10.38,,,6.98,7.1,13.47,,,8.658,12,12,12,Sciences_de_la_vie_et_de_la_Terre,12,8,,,12,Oui,10.733,Complet,Non,Validé,,8,Paris,Paris,,Paris,ESME,Paris,Sup'Biotech,Peu_démontrée,Assez_satisfaisante,Oui,Assez_satisfaisante,Assez_bon,Satisfaisante,
0010800002swbHiAAI,Mathématiques,Physique-Chimie,"Langues,_littératures_et_cultures_étrangères_et_régionales",4.6,8.5,13.77,14.38,,,,,,,,,10.041,Mathématiques,Physique-Chimie,Non,8.5,6.5,16.5,,,9.5,8.5,14.5,,,10.227,8,8,8,"Langues,_littératures_et_cultures_étrangères_et_régionales",15,18.5,,,12,Oui,10.703,Complet,Non,Validé,,8,Lyon;_Strasbourg;_Toulouse;_Rennes,Bordeaux;_Lille;_Lyon,Toulouse,Lyon,VisioConférence,VisioConférence,Indifférencié,Satisfaisante,Satisfaisante,Non,Satisfaisante,Très_bon,Satisfaisante,
0010800002swcKPAAY,Mathématiques,Physique-Chimie,Musique,8.7,11.5,8.75,11,,,,,,,,,9.92,Mathématiques,Physique-Chimie,Non,11,12,14,,,,,,,,12.182,10,10,10,Musique,9,12,,,9.429,Oui,10.678,Complet,Non,Validé,,8,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,EPITA_/_ESME_/_IPSA_/_Sup'Biotech,Lyon,Indifférencié,Satisfaisante,Très_satisfaisante,Non,Très_satisfaisante,Très_bon,Assez_satisfaisante,
